优先级,优先原因,源文件,相对路径,SHA256,别名路径数,别名路径
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/综合政策/2026-03-20__关于公布宁波市制造业企业数字化等级评价结果（第十二批）的通知__3b850313970941f184eadc48c8813fda/附件/[附件下载].pdf,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/综合政策/2026-03-20__关于公布宁波市制造业企业数字化等级评价结果（第十二批）的通知__3b850313970941f184eadc48c8813fda/附件/[附件下载].pdf,aabe15b80ff9c8b6c18390f8d95de3ab84d24ae6da5a3f6bfe024d895cdc3cdb,1,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/综合政策/2026-03-20__关于公布宁波市制造业企业数字化等级评价结果（第十二批）的通知__3b850313970941f184eadc48c8813fda/附件/[附件下载].pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/综合政策/2026-06-25__关于公布宁波市制造业企业数字化等级评价结果（第十三批）的通知__a412ec1f412a4981afe9087882693e81/附件/[附件下载].pdf,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/综合政策/2026-06-25__关于公布宁波市制造业企业数字化等级评价结果（第十三批）的通知__a412ec1f412a4981afe9087882693e81/附件/[附件下载].pdf,00bff519c3049deda6fd8c17eed676ae278babcdb8d7191a6a4e2f4eaff326e9,1,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/综合政策/2026-06-25__关于公布宁波市制造业企业数字化等级评价结果（第十三批）的通知__a412ec1f412a4981afe9087882693e81/附件/[附件下载].pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/软件与数字经济/2025-04-14__关于公布市级中小企业数字化改造样本企业名单的通知__af73e542e68e40f8a09bed146337d8c1/附件/[附件下载].pdf,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/软件与数字经济/2025-04-14__关于公布市级中小企业数字化改造样本企业名单的通知__af73e542e68e40f8a09bed146337d8c1/附件/[附件下载].pdf,97e3e05ea41b3a5cf287710c41175cca6a7d8b0a99dc756c59e06cec0ff3dc5b,1,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/软件与数字经济/2025-04-14__关于公布市级中小企业数字化改造样本企业名单的通知__af73e542e68e40f8a09bed146337d8c1/附件/[附件下载].pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/软件与数字经济/2025-05-12__关于公布2025年度中小企业数字化改造国家试点项目库（第二批）名单的通知__db02a44ccb254b2ba26a613b5dfb3993/附件/关于公布2025年度中小企业数字化改造国家试点项目库（第二批）名单的通知.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/软件与数字经济/2025-05-12__关于公布2025年度中小企业数字化改造国家试点项目库（第二批）名单的通知__db02a44ccb254b2ba26a613b5dfb3993/附件/关于公布2025年度中小企业数字化改造国家试点项目库（第二批）名单的通知.pdf,38809ada31b44ba9a8bea083789548a0ef22db5e216d92d65524e3aab5ef3254,1,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/软件与数字经济/2025-05-12__关于公布2025年度中小企业数字化改造国家试点项目库（第二批）名单的通知__db02a44ccb254b2ba26a613b5dfb3993/附件/关于公布2025年度中小企业数字化改造国家试点项目库（第二批）名单的通知.pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/软件与数字经济/2025-06-04__关于公布2025年度中小企业数字化改造国家试点项目库（第三批）名单的通知__645e6e5b820345a09ddf2fbf26f1a51d/附件/[附件下载].pdf,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/软件与数字经济/2025-06-04__关于公布2025年度中小企业数字化改造国家试点项目库（第三批）名单的通知__645e6e5b820345a09ddf2fbf26f1a51d/附件/[附件下载].pdf,d6cbbf50f9aabc9c9d4fd9ed5356f27edc7bc6a9c4596896cda7535edd8a5e17,1,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/软件与数字经济/2025-06-04__关于公布2025年度中小企业数字化改造国家试点项目库（第三批）名单的通知__645e6e5b820345a09ddf2fbf26f1a51d/附件/[附件下载].pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/软件与数字经济/2025-09-18__关于公布市级行业优秀数字化改造总承包商和优秀“小快轻准”行业数字化产品名单的通知__453e98e0e56f4252b62fa9b827d2f852/附件/[附件下载].pdf,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/软件与数字经济/2025-09-18__关于公布市级行业优秀数字化改造总承包商和优秀“小快轻准”行业数字化产品名单的通知__453e98e0e56f4252b62fa9b827d2f852/附件/[附件下载].pdf,32e06a1038cb707451e1b51b461902abd4594bfc768748b868453c6338e886d2,1,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/软件与数字经济/2025-09-18__关于公布市级行业优秀数字化改造总承包商和优秀“小快轻准”行业数字化产品名单的通知__453e98e0e56f4252b62fa9b827d2f852/附件/[附件下载].pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/软件与数字经济/2025-09-30__关于公布2025年度中小企业数字化改造国家试点项目库（第六批）名单的通知__07c4e7fe972b4c20a48a3985e64943e3/附件/[附件下载].pdf,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/软件与数字经济/2025-09-30__关于公布2025年度中小企业数字化改造国家试点项目库（第六批）名单的通知__07c4e7fe972b4c20a48a3985e64943e3/附件/[附件下载].pdf,84be2c5f0143ff80018603dd891dd3618adae2f2c8d1bba8e17c5f0a485fd3cf,1,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/软件与数字经济/2025-09-30__关于公布2025年度中小企业数字化改造国家试点项目库（第六批）名单的通知__07c4e7fe972b4c20a48a3985e64943e3/附件/[附件下载].pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/软件与数字经济/2025-10-13__关于公布2025年度市级工业互联网平台（企业大脑）项目名单的通知__4c86fb7ec2e34639817296149c25dad1/附件/[附件下载].pdf,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/软件与数字经济/2025-10-13__关于公布2025年度市级工业互联网平台（企业大脑）项目名单的通知__4c86fb7ec2e34639817296149c25dad1/附件/[附件下载].pdf,6c5ca984649a4a57dda8cb61a75ca91791157d2fccb436e9d92f083708c71216,1,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/软件与数字经济/2025-10-13__关于公布2025年度市级工业互联网平台（企业大脑）项目名单的通知__4c86fb7ec2e34639817296149c25dad1/附件/[附件下载].pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/软件与数字经济/2026-03-20__关于公布国家试点行业优秀数字化改造总承包商名单的通知__07fa3bcb4ba0459eb5ccfa272d0c6ad7/附件/[附件下载].pdf,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/软件与数字经济/2026-03-20__关于公布国家试点行业优秀数字化改造总承包商名单的通知__07fa3bcb4ba0459eb5ccfa272d0c6ad7/附件/[附件下载].pdf,4b70bef78599a9ab0e49d3dcf04d390381c9e3438dc6d5f91c5e5a7d0b18e5f6,1,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/软件与数字经济/2026-03-20__关于公布国家试点行业优秀数字化改造总承包商名单的通知__07fa3bcb4ba0459eb5ccfa272d0c6ad7/附件/[附件下载].pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/首版次/2025-09-22__关于公布2025年度宁波市首版次软件产品名单的通知__a2eda1cb78c84905ab6b66ada8e0f1a3/附件/[附件下载].pdf,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/首版次/2025-09-22__关于公布2025年度宁波市首版次软件产品名单的通知__a2eda1cb78c84905ab6b66ada8e0f1a3/附件/[附件下载].pdf,e7680b93a894282b148d9d7ac6d5b16f6d2b959612f0d99d05e42fad0537dc99,1,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/首版次/2025-09-22__关于公布2025年度宁波市首版次软件产品名单的通知__a2eda1cb78c84905ab6b66ada8e0f1a3/附件/[附件下载].pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/高新/2025-07-16__浙江省认定机构：关于取消长兴华隆丝绸有限公司等4家企业高新技术企业资格的通告__132f8898665a4195bf6237a17c949fc8/附件/浙江省认定机构：关于取消长兴华隆丝绸有限公司等4家企业高新技术企业资格的通告.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/高新/2025-07-16__浙江省认定机构：关于取消长兴华隆丝绸有限公司等4家企业高新技术企业资格的通告__132f8898665a4195bf6237a17c949fc8/附件/浙江省认定机构：关于取消长兴华隆丝绸有限公司等4家企业高新技术企业资格的通告.pdf,1e643afd7d94edf90aefde3e7145485c176dced4bf85ba7b50f3b8d2c9b5c867,4,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/高新/2025-07-16__浙江省认定机构：关于取消长兴华隆丝绸有限公司等4家企业高新技术企业资格的通告__132f8898665a4195bf6237a17c949fc8/附件/浙江省认定机构：关于取消长兴华隆丝绸有限公司等4家企业高新技术企业资格的通告.pdf | 10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/高新/2025-07-16__浙江省认定机构：关于取消长兴华隆丝绸有限公司等4家企业高新技术企业资格的通告__132f8898665a4195bf6237a17c949fc8/附件/浙江省认定机构：关于取消长兴华隆丝绸有限公司等4家企业高新技术企业资格的通告.pdf | 10_政策与目录/政策数据库/企策顾问/公示公告/绍兴市/高新/2025-07-16__浙江省认定机构：关于取消长兴华隆丝绸有限公司等4家企业高新技术企业资格的通告__132f8898665a4195bf6237a17c949fc8/附件/浙江省认定机构：关于取消长兴华隆丝绸有限公司等4家企业高新技术企业资格的通告.pdf | 10_政策与目录/政策数据库/企策顾问/公示公告/金华市/高新/2025-07-16__浙江省认定机构：关于取消长兴华隆丝绸有限公司等4家企业高新技术企业资格的通告__132f8898665a4195bf6237a17c949fc8/附件/浙江省认定机构：关于取消长兴华隆丝绸有限公司等4家企业高新技术企业资格的通告.pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/高新/2025-07-16__浙江省认定机构：关于浙江省2025年第一批异地整体搬迁高新技术企业资格继续有效名单的通告__c757e1a694e14225929752a12dfecc48/附件/浙江省认定机构：关于浙江省2025年第一批异地整体搬迁高新技术企业资格继续有效名单的通告.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/高新/2025-07-16__浙江省认定机构：关于浙江省2025年第一批异地整体搬迁高新技术企业资格继续有效名单的通告__c757e1a694e14225929752a12dfecc48/附件/浙江省认定机构：关于浙江省2025年第一批异地整体搬迁高新技术企业资格继续有效名单的通告.pdf,66bec571cc4ddf0889619bebc9567ec343be37952ee3068212ff11dbf6b494a4,4,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/高新/2025-07-16__浙江省认定机构：关于浙江省2025年第一批异地整体搬迁高新技术企业资格继续有效名单的通告__c757e1a694e14225929752a12dfecc48/附件/浙江省认定机构：关于浙江省2025年第一批异地整体搬迁高新技术企业资格继续有效名单的通告.pdf | 10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/高新/2025-07-16__浙江省认定机构：关于浙江省2025年第一批异地整体搬迁高新技术企业资格继续有效名单的通告__c757e1a694e14225929752a12dfecc48/附件/浙江省认定机构：关于浙江省2025年第一批异地整体搬迁高新技术企业资格继续有效名单的通告.pdf | 10_政策与目录/政策数据库/企策顾问/公示公告/绍兴市/高新/2025-07-16__浙江省认定机构：关于浙江省2025年第一批异地整体搬迁高新技术企业资格继续有效名单的通告__c757e1a694e14225929752a12dfecc48/附件/浙江省认定机构：关于浙江省2025年第一批异地整体搬迁高新技术企业资格继续有效名单的通告.pdf | 10_政策与目录/政策数据库/企策顾问/公示公告/金华市/高新/2025-07-16__浙江省认定机构：关于浙江省2025年第一批异地整体搬迁高新技术企业资格继续有效名单的通告__c757e1a694e14225929752a12dfecc48/附件/浙江省认定机构：关于浙江省2025年第一批异地整体搬迁高新技术企业资格继续有效名单的通告.pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/高新/2025-07-22__浙江省认定机构：关于公布浙江省2025年第一批高新技术企业更名及重大变化的通告__08429971a5ec43b7bbc5dc1663b5b16c/附件/浙江省认定机构：关于公布浙江省2025年第一批高新技术企业更名及重大变化的通告.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/高新/2025-07-22__浙江省认定机构：关于公布浙江省2025年第一批高新技术企业更名及重大变化的通告__08429971a5ec43b7bbc5dc1663b5b16c/附件/浙江省认定机构：关于公布浙江省2025年第一批高新技术企业更名及重大变化的通告.pdf,8b251b99f7bf672e2002b18842e0e5dd5795597f375b809dafca7188f9a3d133,4,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/高新/2025-07-22__浙江省认定机构：关于公布浙江省2025年第一批高新技术企业更名及重大变化的通告__08429971a5ec43b7bbc5dc1663b5b16c/附件/浙江省认定机构：关于公布浙江省2025年第一批高新技术企业更名及重大变化的通告.pdf | 10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/高新/2025-07-22__浙江省认定机构：关于公布浙江省2025年第一批高新技术企业更名及重大变化的通告__08429971a5ec43b7bbc5dc1663b5b16c/附件/浙江省认定机构：关于公布浙江省2025年第一批高新技术企业更名及重大变化的通告.pdf | 10_政策与目录/政策数据库/企策顾问/公示公告/绍兴市/高新/2025-07-22__浙江省认定机构：关于公布浙江省2025年第一批高新技术企业更名及重大变化的通告__08429971a5ec43b7bbc5dc1663b5b16c/附件/浙江省认定机构：关于公布浙江省2025年第一批高新技术企业更名及重大变化的通告.pdf | 10_政策与目录/政策数据库/企策顾问/公示公告/金华市/高新/2025-07-22__浙江省认定机构：关于公布浙江省2025年第一批高新技术企业更名及重大变化的通告__08429971a5ec43b7bbc5dc1663b5b16c/附件/浙江省认定机构：关于公布浙江省2025年第一批高新技术企业更名及重大变化的通告.pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/高新/2025-08-14__浙江省认定机构：关于公布浙江省2025年第二批高新技术企业更名及重大变化的通告__0755d5b0d2f24becb02b4d3ddb861be0/附件/浙江省认定机构：关于公布浙江省2025年第二批高新技术企业更名及重大变化的通告.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/高新/2025-08-14__浙江省认定机构：关于公布浙江省2025年第二批高新技术企业更名及重大变化的通告__0755d5b0d2f24becb02b4d3ddb861be0/附件/浙江省认定机构：关于公布浙江省2025年第二批高新技术企业更名及重大变化的通告.pdf,93229a51698564bd9c02fe7232adef18af785b4f8680880abb4fa09807bddbf6,4,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/高新/2025-08-14__浙江省认定机构：关于公布浙江省2025年第二批高新技术企业更名及重大变化的通告__0755d5b0d2f24becb02b4d3ddb861be0/附件/浙江省认定机构：关于公布浙江省2025年第二批高新技术企业更名及重大变化的通告.pdf | 10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/高新/2025-08-14__浙江省认定机构：关于公布浙江省2025年第二批高新技术企业更名及重大变化的通告__0755d5b0d2f24becb02b4d3ddb861be0/附件/浙江省认定机构：关于公布浙江省2025年第二批高新技术企业更名及重大变化的通告.pdf | 10_政策与目录/政策数据库/企策顾问/公示公告/绍兴市/高新/2025-08-14__浙江省认定机构：关于公布浙江省2025年第二批高新技术企业更名及重大变化的通告__0755d5b0d2f24becb02b4d3ddb861be0/附件/浙江省认定机构：关于公布浙江省2025年第二批高新技术企业更名及重大变化的通告.pdf | 10_政策与目录/政策数据库/企策顾问/公示公告/金华市/高新/2025-08-14__浙江省认定机构：关于公布浙江省2025年第二批高新技术企业更名及重大变化的通告__0755d5b0d2f24becb02b4d3ddb861be0/附件/浙江省认定机构：关于公布浙江省2025年第二批高新技术企业更名及重大变化的通告.pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/高新/2025-08-18__浙江省认定机构：关于浙江省2025年第二批异地整体搬迁高新技术企业资格继续有效名单的通告__3776697a885c44269aa4954b6eb14343/附件/浙江省认定机构：关于浙江省2025年第二批异地整体搬迁高新技术企业资格继续有效名单的通告.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/高新/2025-08-18__浙江省认定机构：关于浙江省2025年第二批异地整体搬迁高新技术企业资格继续有效名单的通告__3776697a885c44269aa4954b6eb14343/附件/浙江省认定机构：关于浙江省2025年第二批异地整体搬迁高新技术企业资格继续有效名单的通告.pdf,9f9fe34d0592a11c4ba6ca93a5d342a827c4e3e268bd792f25581bd66a5a952c,4,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/高新/2025-08-18__浙江省认定机构：关于浙江省2025年第二批异地整体搬迁高新技术企业资格继续有效名单的通告__3776697a885c44269aa4954b6eb14343/附件/浙江省认定机构：关于浙江省2025年第二批异地整体搬迁高新技术企业资格继续有效名单的通告.pdf | 10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/高新/2025-08-18__浙江省认定机构：关于浙江省2025年第二批异地整体搬迁高新技术企业资格继续有效名单的通告__3776697a885c44269aa4954b6eb14343/附件/浙江省认定机构：关于浙江省2025年第二批异地整体搬迁高新技术企业资格继续有效名单的通告.pdf | 10_政策与目录/政策数据库/企策顾问/公示公告/绍兴市/高新/2025-08-18__浙江省认定机构：关于浙江省2025年第二批异地整体搬迁高新技术企业资格继续有效名单的通告__3776697a885c44269aa4954b6eb14343/附件/浙江省认定机构：关于浙江省2025年第二批异地整体搬迁高新技术企业资格继续有效名单的通告.pdf | 10_政策与目录/政策数据库/企策顾问/公示公告/金华市/高新/2025-08-18__浙江省认定机构：关于浙江省2025年第二批异地整体搬迁高新技术企业资格继续有效名单的通告__3776697a885c44269aa4954b6eb14343/附件/浙江省认定机构：关于浙江省2025年第二批异地整体搬迁高新技术企业资格继续有效名单的通告.pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/高新/2026-02-02__浙江省认定机构：关于取消浙江丰扬钢结构有限公司等13家企业高新技术企业资格的通告__8ed0735c0b5e4321adbf0ea54fdf3000/附件/浙江省认定机构：关于取消浙江丰扬钢结构有限公司等13家企业高新技术企业资格的通告.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/高新/2026-02-02__浙江省认定机构：关于取消浙江丰扬钢结构有限公司等13家企业高新技术企业资格的通告__8ed0735c0b5e4321adbf0ea54fdf3000/附件/浙江省认定机构：关于取消浙江丰扬钢结构有限公司等13家企业高新技术企业资格的通告.pdf,cdd1977af40f9565015549749f6082519f91a64dc9a77106d75587353074387e,4,10_政策与目录/政策数据库/企策顾问/公示公告/宁波市/高新/2026-02-02__浙江省认定机构：关于取消浙江丰扬钢结构有限公司等13家企业高新技术企业资格的通告__8ed0735c0b5e4321adbf0ea54fdf3000/附件/浙江省认定机构：关于取消浙江丰扬钢结构有限公司等13家企业高新技术企业资格的通告.pdf | 10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/高新/2026-02-02__浙江省认定机构：关于取消浙江丰扬钢结构有限公司等13家企业高新技术企业资格的通告__8ed0735c0b5e4321adbf0ea54fdf3000/附件/浙江省认定机构：关于取消浙江丰扬钢结构有限公司等13家企业高新技术企业资格的通告.pdf | 10_政策与目录/政策数据库/企策顾问/公示公告/绍兴市/高新/2026-02-02__浙江省认定机构：关于取消浙江丰扬钢结构有限公司等13家企业高新技术企业资格的通告__8ed0735c0b5e4321adbf0ea54fdf3000/附件/浙江省认定机构：关于取消浙江丰扬钢结构有限公司等13家企业高新技术企业资格的通告.pdf | 10_政策与目录/政策数据库/企策顾问/公示公告/金华市/高新/2026-02-02__浙江省认定机构：关于取消浙江丰扬钢结构有限公司等13家企业高新技术企业资格的通告__8ed0735c0b5e4321adbf0ea54fdf3000/附件/浙江省认定机构：关于取消浙江丰扬钢结构有限公司等13家企业高新技术企业资格的通告.pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/技术改造和未来工厂/2025-06-11__杭州市经信局（市数字经济局）关于公布2025年度杭州市制造业数字化改造攻关项目入库名单的通知__8b7bcf3a773346879095f0402d5fcac5/附件/杭州市经信局（市数字经济局）关于公布2025年度杭州市制造业数字化改造攻关项目入库名单的通知.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/技术改造和未来工厂/2025-06-11__杭州市经信局（市数字经济局）关于公布2025年度杭州市制造业数字化改造攻关项目入库名单的通知__8b7bcf3a773346879095f0402d5fcac5/附件/杭州市经信局（市数字经济局）关于公布2025年度杭州市制造业数字化改造攻关项目入库名单的通知.pdf,6c5a54391ee9ae0a1f55b3e285cfa827b53d02acb757e7bd75dca298fac24e44,1,10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/技术改造和未来工厂/2025-06-11__杭州市经信局（市数字经济局）关于公布2025年度杭州市制造业数字化改造攻关项目入库名单的通知__8b7bcf3a773346879095f0402d5fcac5/附件/杭州市经信局（市数字经济局）关于公布2025年度杭州市制造业数字化改造攻关项目入库名单的通知.pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/科技计划/2025-01-02__关于公布2024年杭州市概念验证中心认定单位的通知__53a470c583104e58968f39949f5ad594/附件/杭州市科学技术局关于公布2024年杭州市概念验证中心认定单位的通知.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/科技计划/2025-01-02__关于公布2024年杭州市概念验证中心认定单位的通知__53a470c583104e58968f39949f5ad594/附件/杭州市科学技术局关于公布2024年杭州市概念验证中心认定单位的通知.pdf,8c978ba4345fa48c2987afd324b8d9c27a060e0f4ee967e82a0bd1a985b08460,1,10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/科技计划/2025-01-02__关于公布2024年杭州市概念验证中心认定单位的通知__53a470c583104e58968f39949f5ad594/附件/杭州市科学技术局关于公布2024年杭州市概念验证中心认定单位的通知.pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/科技计划/2025-03-27__关于公布2024年杭州市概念验证中心创建单位的通知__6ff507850e694deb93198818e8b21ebe/附件/10杭州市科学技术局关于公布2024年杭州市概念验证中心创建单位的通知.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/科技计划/2025-03-27__关于公布2024年杭州市概念验证中心创建单位的通知__6ff507850e694deb93198818e8b21ebe/附件/10杭州市科学技术局关于公布2024年杭州市概念验证中心创建单位的通知.pdf,554789bc72da9c6df64f84e5919a9608424bb1b9b7851dbda95d478b8962e20b,1,10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/科技计划/2025-03-27__关于公布2024年杭州市概念验证中心创建单位的通知__6ff507850e694deb93198818e8b21ebe/附件/10杭州市科学技术局关于公布2024年杭州市概念验证中心创建单位的通知.pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/综合政策/2025-04-21__杭州市市场监督管理局西湖风景名胜区分局关于公布2024年度西湖风景名胜区餐饮服务单位食品安全监督量化分级评定结果的通知__8afdfc3fff11489087273f1d9f6fe1d6/附件/杭州市市场监督管理局西湖风景名胜区分局关于公布2024年度西湖风景名胜区餐饮服务单位食品安全监督量化分级评定结果的通知.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/综合政策/2025-04-21__杭州市市场监督管理局西湖风景名胜区分局关于公布2024年度西湖风景名胜区餐饮服务单位食品安全监督量化分级评定结果的通知__8afdfc3fff11489087273f1d9f6fe1d6/附件/杭州市市场监督管理局西湖风景名胜区分局关于公布2024年度西湖风景名胜区餐饮服务单位食品安全监督量化分级评定结果的通知.pdf,4688f86c5ae9e39c42aacf377957e37ab0ad1bba8178b4c5a382820d2322dcff,1,10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/综合政策/2025-04-21__杭州市市场监督管理局西湖风景名胜区分局关于公布2024年度西湖风景名胜区餐饮服务单位食品安全监督量化分级评定结果的通知__8afdfc3fff11489087273f1d9f6fe1d6/附件/杭州市市场监督管理局西湖风景名胜区分局关于公布2024年度西湖风景名胜区餐饮服务单位食品安全监督量化分级评定结果的通知.pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/综合政策/2025-05-12__中共杭州市委宣传部杭州市市场监督管理局杭州市发改委关于公布2024年杭州市信用管理示范企业培育名单的通知__443d731dd4084e86b802ef874b6aa3c5/附件/中共杭州市委宣传部杭州市市场监督管理局杭州市发改委关于公布2024年杭州市信用管理示范企业培育名单的通知.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/综合政策/2025-05-12__中共杭州市委宣传部杭州市市场监督管理局杭州市发改委关于公布2024年杭州市信用管理示范企业培育名单的通知__443d731dd4084e86b802ef874b6aa3c5/附件/中共杭州市委宣传部杭州市市场监督管理局杭州市发改委关于公布2024年杭州市信用管理示范企业培育名单的通知.pdf,c481c21e6127bfd76716912b4e0d1eac406a2bab7ef071e65fc49ee3f12de9d7,2,10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/综合政策/2025-05-12__中共杭州市委宣传部杭州市市场监督管理局杭州市发改委关于公布2024年杭州市信用管理示范企业培育名单的通知__443d731dd4084e86b802ef874b6aa3c5/附件/中共杭州市委宣传部杭州市市场监督管理局杭州市发改委关于公布2024年杭州市信用管理示范企业培育名单的通知.pdf | 10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/综合政策/2025-05-19__中共杭州市委宣传部 杭州市市场监督管理局 杭州市发改委 关于公布2024年杭州市信用管理示范企业培育名单的通知__582e386f7bca4f4295794abc27e6f7c7/附件/中共杭州市委宣传部 杭州市市场监督管理局 杭州市发改委 关于公布2024年杭州市信用管理示范企业培育名单的通知.pdf
P1,公示、认定或复核名单,/Volumes/知识库/_云端知识库/10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/综合政策/2025-06-20__杭州市科学技术局关于公布2024年市级科技企业孵化器绩效评价结果的通知__f23b3677d6314d0bb67c4d68f936c10f/附件/杭州市科学技术局关于公布2024年市级科技企业孵化器绩效评价结果的通知.pdf,10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/综合政策/2025-06-20__杭州市科学技术局关于公布2024年市级科技企业孵化器绩效评价结果的通知__f23b3677d6314d0bb67c4d68f936c10f/附件/杭州市科学技术局关于公布2024年市级科技企业孵化器绩效评价结果的通知.pdf,8169655b78a983ea382ee4f44b1c3c09d4a21a9043a18b370af17cbb2f10c9db,1,10_政策与目录/政策数据库/企策顾问/公示公告/杭州市/综合政策/2025-06-20__杭州市科学技术局关于公布2024年市级科技企业孵化器绩效评价结果的通知__f23b3677d6314d0bb67c4d68f936c10f/附件/杭州市科学技术局关于公布2024年市级科技企业孵化器绩效评价结果的通知.pdf
